datetime,team.name,period,player.name,pass.recipient.name,pass.length
2023-08-13 00:18:31.732,Le Havre,2,Daler Kuzyaev,Oussama Targhalline,14.8030405
2023-08-13 00:18:34.604,Le Havre,2,Oussama Targhalline,Andy Élysée Logbo,16.685923
2023-08-13 00:19:04.788,Le Havre,2,Arouna Sangante,Rassoul N'Diaye,29.920729
2023-08-13 00:19:07.547,Le Havre,2,Rassoul N'Diaye,Andy Élysée Logbo,9.689685
2023-08-13 00:19:07.731,Le Havre,1,Arouna Sangante,Gautier Lloris,9.615092
2023-08-13 00:19:08.850,Montpellier,2,Joris Chotard,Jordan Ferri,19.990498
2023-08-13 00:19:09.034,Le Havre,1,Gautier Lloris,Arouna Sangante,9.062009
2023-08-13 00:19:10.926,Montpellier,2,Jordan Ferri,Moussa Al Tamari,29.26568
2023-08-13 00:19:10.948,Le Havre,1,Arouna Sangante,Yoann Salmier,22.40558
2023-08-13 00:19:13.612,Le Havre,2,Gautier Lloris,Daler Kuzyaev,17.066048
2023-08-13 00:19:15.695,Le Havre,1,Yoann Salmier,Arouna Sangante,16.484236
2023-08-13 00:19:15.941,Le Havre,2,Daler Kuzyaev,Oussama Targhalline,15.646086
2023-08-13 00:19:20.372,Le Havre,2,Oussama Targhalline,Loïc Négo,20.154652
2023-08-13 00:19:20.466,Le Havre,1,Arouna Sangante,Loïc Négo,43.35032
2023-08-13 00:19:22.662,Le Havre,2,Loïc Négo,Oussama Targhalline,9.415413
2023-08-13 00:19:25.147,Le Havre,2,Oussama Targhalline,Andy Élysée Logbo,12.343419
2023-08-13 00:19:26.474,Montpellier,1,Issiaga Sylla,Boubakar Kouyate,21.395327
2023-08-13 00:19:28.265,Montpellier,2,Joris Chotard,Wahbi Khazri,10.466136
2023-08-13 00:19:29.498,Montpellier,1,Boubakar Kouyate,Issiaga Sylla,17.86393
2023-08-13 00:19:32.642,Montpellier,1,Issiaga Sylla,Boubakar Kouyate,18.755266
2023-08-13 00:19:35.761,Montpellier,1,Boubakar Kouyate,Christopher Jullien,32.42792
2023-08-13 00:19:39.758,Montpellier,1,Christopher Jullien,Boubakar Kouyate,28.544876
2023-08-13 00:19:43.121,Montpellier,1,Boubakar Kouyate,Christopher Jullien,27.314648
2023-08-13 00:19:46.791,Montpellier,1,Christopher Jullien,Akor Jerome Adams,67.86118
2023-08-13 00:19:53.918,Le Havre,1,Arthur Desmas,Oussama Targhalline,14.458562
2023-08-13 00:19:56.516,Le Havre,1,Oussama Targhalline,Gautier Lloris,15.206906
2023-08-13 00:19:59.807,Le Havre,1,Gautier Lloris,Josue Casimir,1.3038405
2023-08-13 00:20:02.838,Montpellier,2,Issiaga Sylla,Benjamin Lecomte,36.465054
2023-08-13 00:20:08.136,Montpellier,2,Benjamin Lecomte,Téji Savanier,48.71242
2023-08-13 00:20:11.635,Le Havre,2,Josue Casimir,Gautier Lloris,14.96262
2023-08-13 00:20:13.339,Le Havre,2,Gautier Lloris,Rassoul N'Diaye,10.929318
2023-08-13 00:20:14.775,Le Havre,2,Rassoul N'Diaye,Oussama Targhalline,18.109941
2023-08-13 00:20:16.501,Le Havre,1,Josue Casimir,Issa Soumaré,35.58792
2023-08-13 00:20:16.950,Le Havre,2,Oussama Targhalline,Daler Kuzyaev,10.031949
2023-08-13 00:20:18.543,Montpellier,1,Christopher Jullien,Wahbi Khazri,37.1571
2023-08-13 00:20:19.294,Le Havre,2,Daler Kuzyaev,Loïc Négo,12.169634
2023-08-13 00:20:21.978,Le Havre,1,Yoann Salmier,Loïc Négo,13.90899
2023-08-13 00:20:23.397,Le Havre,2,Daler Kuzyaev,Andy Élysée Logbo,4.0
2023-08-13 00:20:24.531,Montpellier,2,Issiaga Sylla,Boubakar Kouyate,4.6840153
2023-08-13 00:20:25.763,Montpellier,2,Wahbi Khazri,Joris Chotard,2.2627418
2023-08-13 00:20:25.824,Le Havre,1,Loïc Négo,Nabil Alioui,24.937723
2023-08-13 00:20:26.934,Le Havre,1,Nabil Alioui,Issa Soumaré,21.135752
2023-08-13 00:20:29.481,Montpellier,1,Boubakar Kouyate,Jordan Ferri,10.660675
2023-08-13 00:20:30.076,Le Havre,2,Oussama Targhalline,Gautier Lloris,22.60553
2023-08-13 00:20:31.310,Montpellier,1,Jordan Ferri,Moussa Al Tamari,49.865417
2023-08-13 00:20:33.094,Le Havre,2,Gautier Lloris,Josue Casimir,16.609034
2023-08-13 00:20:35.462,Le Havre,2,Josue Casimir,Gautier Lloris,10.10198
2023-08-13 00:20:37.472,Le Havre,2,Gautier Lloris,Oussama Targhalline,7.2111025
2023-08-13 00:20:39.632,Le Havre,2,Oussama Targhalline,Antoine Joujou,11.4
2023-08-13 00:20:40.491,Le Havre,2,Antoine Joujou,Oussama Targhalline,9.734988
2023-08-13 00:20:41.452,Le Havre,2,Oussama Targhalline,Josue Casimir,8.45281
2023-08-13 00:21:00.210,Montpellier,1,Boubakar Kouyate,Jordan Ferri,30.013664
2023-08-13 00:21:03.070,Montpellier,2,Falaye Sacko,Akor Jerome Adams,17.525126
2023-08-13 00:21:04.307,Montpellier,1,Jordan Ferri,Téji Savanier,6.332456
2023-08-13 00:21:06.578,Montpellier,1,Téji Savanier,Moussa Al Tamari,50.52148
2023-08-13 00:21:24.041,Le Havre,2,Josue Casimir,Gautier Lloris,6.0926185
2023-08-13 00:21:25.666,Le Havre,2,Gautier Lloris,Josue Casimir,3.8483763
2023-08-13 00:21:26.799,Montpellier,2,Moussa Al Tamari,Téji Savanier,8.220098
2023-08-13 00:21:28.414,Le Havre,2,Arouna Sangante,Josue Casimir,7.4
2023-08-13 00:21:29.476,Le Havre,2,Josue Casimir,Antoine Joujou,7.648529
2023-08-13 00:21:33.081,Le Havre,2,Antoine Joujou,Daler Kuzyaev,16.560495
2023-08-13 00:21:36.756,Le Havre,2,Daler Kuzyaev,Josue Casimir,6.3348246
2023-08-13 00:21:37.105,Le Havre,1,Yoann Salmier,Issa Soumaré,84.49953
2023-08-13 00:21:39.380,Le Havre,2,Josue Casimir,Gautier Lloris,9.688137
2023-08-13 00:21:41.404,Montpellier,1,Boubakar Kouyate,Benjamin Lecomte,18.107733
2023-08-13 00:21:42.144,Le Havre,2,Gautier Lloris,Arouna Sangante,16.919811
2023-08-13 00:21:43.208,Montpellier,1,Benjamin Lecomte,Christopher Jullien,21.511393
2023-08-13 00:21:44.287,Le Havre,2,Arouna Sangante,Loïc Négo,35.336243
2023-08-13 00:21:44.713,Montpellier,1,Christopher Jullien,Joris Chotard,24.480604
2023-08-13 00:21:47.037,Le Havre,2,Loïc Négo,Oussama Targhalline,11.1892805
2023-08-13 00:21:50.063,Le Havre,1,Oussama Targhalline,Nabil Alioui,9.992997
2023-08-13 00:21:50.163,Le Havre,2,Oussama Targhalline,Rassoul N'Diaye,20.036966
2023-08-13 00:21:50.759,Montpellier,1,Boubakar Kouyate,Jordan Ferri,4.0
2023-08-13 00:21:51.780,Le Havre,2,Rassoul N'Diaye,Loïc Négo,17.756407
2023-08-13 00:21:52.870,Montpellier,1,Joris Chotard,Benjamin Lecomte,20.601456
2023-08-13 00:21:56.522,Montpellier,1,Benjamin Lecomte,Téji Savanier,34.175575
2023-08-13 00:21:56.541,Le Havre,2,Loïc Négo,Andy Élysée Logbo,15.115886
2023-08-13 00:21:59.103,Montpellier,1,Téji Savanier,Falaye Sacko,12.658989
2023-08-13 00:22:02.095,Montpellier,1,Falaye Sacko,Téji Savanier,15.932671
2023-08-13 00:22:03.969,Montpellier,2,Joris Chotard,Téji Savanier,28.935965
2023-08-13 00:22:06.338,Le Havre,1,Issa Soumaré,Nabil Alioui,5.936329
2023-08-13 00:22:08.260,Le Havre,2,Daler Kuzyaev,Rassoul N'Diaye,26.500189
2023-08-13 00:22:10.514,Montpellier,1,Téji Savanier,Falaye Sacko,14.255526
2023-08-13 00:22:12.127,Montpellier,1,Falaye Sacko,Benjamin Lecomte,27.070278
2023-08-13 00:22:12.292,Montpellier,2,Wahbi Khazri,Akor Jerome Adams,18.690372
2023-08-13 00:22:13.892,Montpellier,2,Akor Jerome Adams,Wahbi Khazri,15.06851
2023-08-13 00:22:16.210,Montpellier,2,Wahbi Khazri,Jordan Ferri,16.015305
2023-08-13 00:22:16.308,Montpellier,1,Benjamin Lecomte,Issiaga Sylla,36.13876
2023-08-13 00:22:18.033,Montpellier,2,Jordan Ferri,Issiaga Sylla,14.242542
2023-08-13 00:22:20.063,Montpellier,2,Issiaga Sylla,Boubakar Kouyate,19.581879
2023-08-13 00:22:21.189,Montpellier,1,Issiaga Sylla,Akor Jerome Adams,23.403633
2023-08-13 00:22:22.688,Montpellier,2,Boubakar Kouyate,Christopher Jullien,25.101793
2023-08-13 00:22:23.041,Le Havre,1,Loïc Négo,Oussama Targhalline,10.404326
2023-08-13 00:22:25.332,Montpellier,2,Christopher Jullien,Falaye Sacko,19.52255
2023-08-13 00:22:28.528,Montpellier,2,Falaye Sacko,Joris Chotard,18.58736
2023-08-13 00:22:30.283,Montpellier,2,Joris Chotard,Christopher Jullien,14.128341
2023-08-13 00:22:30.506,Le Havre,1,Oussama Targhalline,Loïc Négo,16.593975
2023-08-13 00:22:31.555,Montpellier,2,Christopher Jullien,Boubakar Kouyate,23.741314
2023-08-13 00:22:33.270,Le Havre,1,Loïc Négo,Oussama Targhalline,16.003124
2023-08-13 00:22:34.516,Le Havre,1,Oussama Targhalline,Loïc Négo,11.903781
2023-08-13 00:22:34.937,Montpellier,2,Boubakar Kouyate,Christopher Jullien,21.257704
2023-08-13 00:22:36.038,Montpellier,2,Christopher Jullien,Benjamin Lecomte,21.763502
2023-08-13 00:22:36.087,Le Havre,1,Loïc Négo,Arouna Sangante,25.756165
2023-08-13 00:22:39.763,Montpellier,2,Benjamin Lecomte,Wahbi Khazri,63.964756
2023-08-13 00:22:44.273,Le Havre,1,Arouna Sangante,Loïc Négo,58.081493
2023-08-13 00:22:45.211,Le Havre,2,Loïc Négo,Oussama Targhalline,22.280035
2023-08-13 00:22:48.339,Le Havre,2,Oussama Targhalline,Antoine Joujou,13.395895
2023-08-13 00:22:48.485,Le Havre,1,Loïc Négo,Nabil Alioui,29.082296
2023-08-13 00:22:49.364,Le Havre,2,Antoine Joujou,Oussama Targhalline,8.028076
2023-08-13 00:22:56.218,Montpellier,2,Joris Chotard,Téji Savanier,14.546477
2023-08-13 00:23:04.550,Le Havre,2,Yoann Salmier,Rassoul N'Diaye,19.945927
2023-08-13 00:23:08.115,Le Havre,2,Rassoul N'Diaye,Andy Élysée Logbo,38.470768
2023-08-13 00:23:19.015,Montpellier,1,Benjamin Lecomte,Akor Jerome Adams,58.553394
2023-08-13 00:25:41.995,Le Havre,1,Arouna Sangante,Josue Casimir,67.525475
2023-08-13 00:25:56.611,Montpellier,1,Falaye Sacko,Jordan Ferri,14.618482
2023-08-13 00:25:57.595,Montpellier,1,Jordan Ferri,Falaye Sacko,7.9605274
2023-08-13 00:25:58.906,Montpellier,1,Falaye Sacko,Téji Savanier,3.7121422
2023-08-13 00:25:59.613,Le Havre,1,Daler Kuzyaev,Issa Soumaré,20.16259
2023-08-13 00:26:01.319,Le Havre,1,Issa Soumaré,Nabil Alioui,12.432618
2023-08-13 00:26:02.854,Montpellier,1,Joris Chotard,Christopher Jullien,10.316007
2023-08-13 00:26:04.798,Montpellier,1,Christopher Jullien,Benjamin Lecomte,17.32195
2023-08-13 00:26:06.798,Montpellier,1,Benjamin Lecomte,Issiaga Sylla,28.45435
2023-08-13 00:26:11.651,Montpellier,1,Issiaga Sylla,Jordan Ferri,11.132385
2023-08-13 00:26:16.814,Montpellier,1,Jordan Ferri,Wahbi Khazri,20.689127
2023-08-13 00:26:20.107,Le Havre,2,Yoann Salmier,Andy Élysée Logbo,18.4
2023-08-13 00:26:21.575,Le Havre,1,Oussama Targhalline,Issa Soumaré,14.5
2023-08-13 00:26:25.986,Montpellier,2,Jordan Ferri,Benjamin Lecomte,24.242525
2023-08-13 00:26:28.721,Montpellier,2,Benjamin Lecomte,Akor Jerome Adams,52.816
2023-08-13 00:26:31.310,Le Havre,2,Yoann Salmier,Antoine Joujou,6.928925
2023-08-13 00:26:37.284,Montpellier,1,Benjamin Lecomte,Issiaga Sylla,44.91737
2023-08-13 00:26:39.710,Le Havre,2,Antoine Joujou,Daler Kuzyaev,9.078547
2023-08-13 00:26:40.954,Le Havre,2,Daler Kuzyaev,Oussama Targhalline,10.783784
2023-08-13 00:26:42.447,Montpellier,1,Issiaga Sylla,Téji Savanier,8.904493
2023-08-13 00:26:43.308,Montpellier,1,Téji Savanier,Boubakar Kouyate,13.101526
2023-08-13 00:26:44.586,Le Havre,2,Oussama Targhalline,Samuel Grandsir,14.425672
2023-08-13 00:26:45.061,Montpellier,1,Boubakar Kouyate,Téji Savanier,18.984203
2023-08-13 00:26:48.348,Le Havre,2,Samuel Grandsir,Daler Kuzyaev,28.935965
2023-08-13 00:26:48.481,Montpellier,1,Téji Savanier,Christopher Jullien,28.756392
2023-08-13 00:26:50.880,Le Havre,2,Daler Kuzyaev,Arouna Sangante,16.018114
2023-08-13 00:26:51.094,Montpellier,1,Christopher Jullien,Falaye Sacko,13.682105
2023-08-13 00:26:53.185,Le Havre,2,Arouna Sangante,Yoann Salmier,16.618362
2023-08-13 00:26:53.522,Montpellier,1,Falaye Sacko,Joris Chotard,9.390421
2023-08-13 00:26:54.435,Montpellier,1,Joris Chotard,Christopher Jullien,19.5
2023-08-13 00:26:55.532,Le Havre,2,Yoann Salmier,Samuel Grandsir,12.85496
2023-08-13 00:26:57.042,Le Havre,2,Samuel Grandsir,Antoine Joujou,10.332473
2023-08-13 00:26:57.221,Montpellier,1,Christopher Jullien,Boubakar Kouyate,34.814365
2023-08-13 00:26:57.810,Le Havre,2,Antoine Joujou,Yoann Salmier,10.040419
2023-08-13 00:27:00.922,Le Havre,2,Yoann Salmier,Antoine Joujou,12.347064
2023-08-13 00:27:01.499,Montpellier,1,Boubakar Kouyate,Jordan Ferri,13.505924
2023-08-13 00:27:02.664,Le Havre,2,Antoine Joujou,Samuel Grandsir,10.5948105
2023-08-13 00:27:04.424,Montpellier,1,Jordan Ferri,Christopher Jullien,39.62474
2023-08-13 00:27:06.065,Le Havre,2,Samuel Grandsir,Daler Kuzyaev,12.495199
2023-08-13 00:27:06.820,Montpellier,1,Christopher Jullien,Falaye Sacko,14.676852
2023-08-13 00:27:09.297,Montpellier,1,Falaye Sacko,Moussa Al Tamari,13.2924795
2023-08-13 00:27:11.673,Montpellier,2,Khalil Fayad,Issiaga Sylla,8.96772
2023-08-13 00:27:11.887,Montpellier,1,Moussa Al Tamari,Falaye Sacko,15.337862
2023-08-13 00:27:13.032,Montpellier,2,Issiaga Sylla,Jordan Ferri,14.5
2023-08-13 00:27:13.927,Montpellier,1,Falaye Sacko,Jordan Ferri,17.258621
2023-08-13 00:27:15.468,Le Havre,1,Oussama Targhalline,Issa Soumaré,6.846897
2023-08-13 00:27:16.209,Le Havre,1,Issa Soumaré,Yoann Salmier,21.920767
2023-08-13 00:27:17.397,Le Havre,2,Samuel Grandsir,Yassine Kechta,13.656135
2023-08-13 00:27:18.532,Le Havre,1,Yoann Salmier,Loïc Négo,20.861448
2023-08-13 00:27:37.232,Le Havre,1,Loïc Négo,Arouna Sangante,24.123226
2023-08-13 00:27:40.003,Le Havre,1,Arouna Sangante,Gautier Lloris,32.01156
2023-08-13 00:27:42.655,Le Havre,1,Gautier Lloris,Josue Casimir,23.496809
2023-08-13 00:27:44.370,Le Havre,1,Josue Casimir,Daler Kuzyaev,3.7735925
2023-08-13 00:27:45.601,Montpellier,2,Benjamin Lecomte,Khalil Fayad,69.13364
2023-08-13 00:27:48.640,Montpellier,1,Falaye Sacko,Jordan Ferri,11.968291
2023-08-13 00:27:51.021,Montpellier,1,Jordan Ferri,Boubakar Kouyate,29.445713
2023-08-13 00:27:55.441,Montpellier,1,Boubakar Kouyate,Jordan Ferri,24.289297
2023-08-13 00:27:58.049,Le Havre,2,Oussama Targhalline,Samuel Grandsir,17.129215
2023-08-13 00:27:58.927,Le Havre,2,Samuel Grandsir,Oussama Targhalline,15.692355
2023-08-13 00:27:59.100,Montpellier,1,Jordan Ferri,Falaye Sacko,17.698023
2023-08-13 00:28:01.088,Le Havre,2,Oussama Targhalline,Josue Casimir,43.793262
2023-08-13 00:28:05.316,Le Havre,2,Josue Casimir,Yassine Kechta,8.321658
2023-08-13 00:28:07.070,Le Havre,2,Yassine Kechta,Samuel Grandsir,15.787653
2023-08-13 00:28:07.385,Montpellier,1,Falaye Sacko,Téji Savanier,9.17878
2023-08-13 00:28:08.219,Montpellier,1,Téji Savanier,Jordan Ferri,19.393297
2023-08-13 00:28:10.055,Montpellier,1,Jordan Ferri,Christopher Jullien,20.96974
2023-08-13 00:28:11.104,Le Havre,2,Samuel Grandsir,Oussama Targhalline,8.561542
2023-08-13 00:28:13.651,Montpellier,1,Christopher Jullien,Boubakar Kouyate,33.873295
2023-08-13 00:28:15.251,Montpellier,1,Boubakar Kouyate,Issiaga Sylla,23.864828
2023-08-13 00:28:15.654,Le Havre,2,Oussama Targhalline,Yoann Salmier,21.36001
2023-08-13 00:28:17.832,Le Havre,2,Yoann Salmier,Antoine Joujou,14.495861
2023-08-13 00:28:18.801,Montpellier,1,Issiaga Sylla,Wahbi Khazri,14.8499155
2023-08-13 00:28:20.097,Montpellier,1,Wahbi Khazri,Issiaga Sylla,31.3498
2023-08-13 00:28:21.445,Le Havre,2,Antoine Joujou,Yassine Kechta,42.826393
2023-08-13 00:28:22.821,Montpellier,1,Issiaga Sylla,Téji Savanier,29.87206
2023-08-13 00:28:24.230,Le Havre,2,Yassine Kechta,Andy Élysée Logbo,9.167879
2023-08-13 00:28:24.577,Le Havre,1,Arouna Sangante,Oussama Targhalline,4.4011364
2023-08-13 00:28:26.079,Le Havre,1,Oussama Targhalline,Loïc Négo,2.1931713
2023-08-13 00:28:28.287,Le Havre,1,Loïc Négo,Issa Soumaré,30.088535
2023-08-13 00:28:31.451,Montpellier,1,Joris Chotard,Boubakar Kouyate,22.038376
2023-08-13 00:28:32.518,Montpellier,2,Benjamin Lecomte,Arnaud Nordin,40.717194
2023-08-13 00:28:34.387,Montpellier,1,Boubakar Kouyate,Falaye Sacko,37.60851
2023-08-13 00:28:40.285,Montpellier,1,Falaye Sacko,Jordan Ferri,19.102356
2023-08-13 00:28:40.936,Montpellier,2,Arnaud Nordin,Jordan Ferri,11.115754
2023-08-13 00:28:42.914,Montpellier,1,Jordan Ferri,Wahbi Khazri,48.237434
2023-08-13 00:28:43.460,Montpellier,2,Jordan Ferri,Falaye Sacko,14.932515
2023-08-13 00:28:45.521,Montpellier,2,Falaye Sacko,Christopher Jullien,11.638728
2023-08-13 00:28:47.951,Montpellier,2,Christopher Jullien,Boubakar Kouyate,27.58786
2023-08-13 00:28:50.318,Montpellier,1,Wahbi Khazri,Boubakar Kouyate,19.104973
2023-08-13 00:28:50.720,Montpellier,2,Boubakar Kouyate,Khalil Fayad,13.080137
2023-08-13 00:28:52.688,Montpellier,2,Khalil Fayad,Christopher Jullien,28.6681
2023-08-13 00:28:54.353,Montpellier,1,Boubakar Kouyate,Téji Savanier,17.554771
2023-08-13 00:28:55.644,Montpellier,2,Christopher Jullien,Falaye Sacko,21.416115
2023-08-13 00:28:57.239,Montpellier,1,Téji Savanier,Boubakar Kouyate,13.934489
2023-08-13 00:28:58.074,Montpellier,2,Falaye Sacko,Christopher Jullien,19.89774
2023-08-13 00:28:59.449,Montpellier,1,Boubakar Kouyate,Jordan Ferri,9.504736
2023-08-13 00:29:00.952,Montpellier,1,Jordan Ferri,Téji Savanier,9.483143
2023-08-13 00:29:01.030,Montpellier,2,Christopher Jullien,Boubakar Kouyate,28.3
2023-08-13 00:29:01.870,Montpellier,1,Téji Savanier,Boubakar Kouyate,13.784411
2023-08-13 00:29:03.070,Montpellier,1,Boubakar Kouyate,Joris Chotard,16.909464
2023-08-13 00:29:04.020,Montpellier,2,Boubakar Kouyate,Christopher Jullien,26.946613
2023-08-13 00:29:04.914,Montpellier,1,Joris Chotard,Téji Savanier,11.289375
2023-08-13 00:29:06.752,Montpellier,2,Christopher Jullien,Benjamin Lecomte,18.67244
2023-08-13 00:29:07.045,Montpellier,1,Téji Savanier,Moussa Al Tamari,42.438896
2023-08-13 00:29:09.550,Montpellier,2,Benjamin Lecomte,Moussa Al Tamari,54.322464
2023-08-13 00:29:12.405,Le Havre,2,Yoann Salmier,Daler Kuzyaev,12.465152
2023-08-13 00:29:13.256,Montpellier,1,Falaye Sacko,Akor Jerome Adams,15.275144
2023-08-13 00:29:14.076,Montpellier,2,Issiaga Sylla,Khalil Fayad,14.710541
2023-08-13 00:29:14.470,Le Havre,1,Oussama Targhalline,Josue Casimir,12.841339
2023-08-13 00:29:15.712,Montpellier,2,Khalil Fayad,Joris Chotard,13.322162
2023-08-13 00:29:15.916,Montpellier,1,Falaye Sacko,Moussa Al Tamari,11.386395
2023-08-13 00:29:17.941,Montpellier,2,Joris Chotard,Christopher Jullien,17.487425
2023-08-13 00:29:20.574,Montpellier,2,Christopher Jullien,Falaye Sacko,17.098831
2023-08-13 00:29:24.361,Montpellier,2,Falaye Sacko,Arnaud Nordin,12.495199
2023-08-13 00:29:33.592,Le Havre,2,Gautier Lloris,Yassine Kechta,15.1
2023-08-13 00:29:42.603,Le Havre,2,Yassine Kechta,Andy Élysée Logbo,6.2241464
2023-08-13 00:29:45.257,Le Havre,2,Andy Élysée Logbo,Samuel Grandsir,10.67052
2023-08-13 00:29:50.030,Le Havre,2,Samuel Grandsir,Antoine Joujou,49.656822
2023-08-13 00:29:55.951,Le Havre,2,Antoine Joujou,Oussama Targhalline,21.559452
2023-08-13 00:29:59.214,Le Havre,2,Oussama Targhalline,Josue Casimir,24.96157
2023-08-13 00:30:06.977,Le Havre,2,Josue Casimir,Andy Élysée Logbo,30.109964
2023-08-13 00:30:15.205,Le Havre,2,Samuel Grandsir,Gautier Lloris,36.599045
2023-08-13 00:30:18.326,Le Havre,2,Gautier Lloris,Arthur Desmas,12.841339
2023-08-13 00:30:19.420,Le Havre,2,Arthur Desmas,Oussama Targhalline,38.575123
2023-08-13 00:30:25.117,Le Havre,2,Oussama Targhalline,Yassine Kechta,15.825612
2023-08-13 00:30:27.886,Montpellier,1,Téji Savanier,Christopher Jullien,29.443504
2023-08-13 00:30:30.000,Le Havre,2,Yassine Kechta,Arouna Sangante,19.024458
2023-08-13 00:30:31.368,Montpellier,1,Jordan Ferri,Wahbi Khazri,13.600368
2023-08-13 00:30:32.462,Montpellier,1,Wahbi Khazri,Christopher Jullien,18.721645
2023-08-13 00:30:32.510,Le Havre,2,Arouna Sangante,Yoann Salmier,25.563255
2023-08-13 00:30:36.288,Le Havre,2,Yoann Salmier,Antoine Joujou,13.799275
2023-08-13 00:30:38.553,Le Havre,2,Antoine Joujou,Yassine Kechta,11.0923395
2023-08-13 00:30:39.446,Le Havre,2,Yassine Kechta,Daler Kuzyaev,16.260996
2023-08-13 00:30:40.244,Montpellier,2,Joris Chotard,Akor Jerome Adams,24.010414
2023-08-13 00:30:47.423,Montpellier,2,Akor Jerome Adams,Arnaud Nordin,7.324616
2023-08-13 00:30:49.772,Le Havre,2,Gautier Lloris,Oussama Targhalline,9.464143
2023-08-13 00:30:55.931,Le Havre,2,Oussama Targhalline,Samuel Grandsir,16.280663
2023-08-13 00:31:02.772,Le Havre,2,Samuel Grandsir,Daler Kuzyaev,16.952286
2023-08-13 00:31:05.411,Le Havre,1,Arthur Desmas,Issa Soumaré,58.46067
2023-08-13 00:31:05.557,Le Havre,2,Daler Kuzyaev,Josue Casimir,11.115754
2023-08-13 00:31:06.158,Le Havre,2,Josue Casimir,Samuel Grandsir,6.6287255
2023-08-13 00:31:08.149,Le Havre,1,Issa Soumaré,Nabil Alioui,10.394229
2023-08-13 00:31:09.383,Montpellier,1,Joris Chotard,Boubakar Kouyate,16.23607
2023-08-13 00:31:13.521,Montpellier,1,Boubakar Kouyate,Christopher Jullien,22.138203
2023-08-13 00:31:15.701,Montpellier,1,Christopher Jullien,Jordan Ferri,7.180529
2023-08-13 00:31:16.828,Montpellier,1,Jordan Ferri,Christopher Jullien,13.452509
2023-08-13 00:31:18.428,Montpellier,1,Christopher Jullien,Boubakar Kouyate,26.023258
2023-08-13 00:31:21.172,Montpellier,1,Boubakar Kouyate,Issiaga Sylla,32.169704
2023-08-13 00:31:26.171,Montpellier,1,Issiaga Sylla,Wahbi Khazri,10.756393
2023-08-13 00:31:31.939,Le Havre,1,Oussama Targhalline,Issa Soumaré,18.388311
2023-08-13 00:32:01.505,Le Havre,1,Loïc Négo,Issa Soumaré,17.142054
2023-08-13 00:32:03.230,Le Havre,1,Issa Soumaré,Nabil Alioui,32.24717
2023-08-13 00:32:06.940,Le Havre,2,Josue Casimir,Andy Élysée Logbo,13.368994
2023-08-13 00:32:07.561,Montpellier,1,Benjamin Lecomte,Joris Chotard,25.951492
2023-08-13 00:32:10.501,Montpellier,1,Joris Chotard,Moussa Al Tamari,32.84159
2023-08-13 00:32:18.535,Montpellier,1,Moussa Al Tamari,Joris Chotard,3.337664
2023-08-13 00:32:25.232,Montpellier,1,Falaye Sacko,Moussa Al Tamari,16.909761
2023-08-13 00:32:42.276,Montpellier,2,Benjamin Lecomte,Sepe Elye Wahi,60.508263
2023-08-13 00:32:44.740,Montpellier,2,Sepe Elye Wahi,Arnaud Nordin,8.876936
2023-08-13 00:32:46.297,Montpellier,2,Arnaud Nordin,Sepe Elye Wahi,14.3178215
2023-08-13 00:32:48.803,Montpellier,1,Falaye Sacko,Akor Jerome Adams,29.674568
2023-08-13 00:32:53.296,Le Havre,1,Nabil Alioui,Issa Soumaré,37.579384
2023-08-13 00:32:57.767,Montpellier,1,Joris Chotard,Wahbi Khazri,22.489998
2023-08-13 00:33:00.359,Montpellier,2,Falaye Sacko,Joris Chotard,8.15414
2023-08-13 00:33:00.486,Montpellier,1,Wahbi Khazri,Benjamin Lecomte,36.322582
2023-08-13 00:33:02.644,Montpellier,2,Joris Chotard,Boubakar Kouyate,42.96836
2023-08-13 00:33:07.665,Montpellier,2,Boubakar Kouyate,Christopher Jullien,28.5
2023-08-13 00:33:11.459,Montpellier,2,Christopher Jullien,Sepe Elye Wahi,77.58376
2023-08-13 00:33:24.246,Le Havre,2,Gautier Lloris,Yassine Kechta,5.7218876
2023-08-13 00:33:25.137,Le Havre,2,Yassine Kechta,Josue Casimir,9.904545
2023-08-13 00:33:27.118,Le Havre,2,Josue Casimir,Samuel Grandsir,7.5059977
2023-08-13 00:33:28.656,Montpellier,1,Christopher Jullien,Jordan Ferri,3.905125
2023-08-13 00:33:28.930,Le Havre,2,Samuel Grandsir,Daler Kuzyaev,3.8275318
2023-08-13 00:33:30.136,Montpellier,1,Jordan Ferri,Moussa Al Tamari,31.60965
2023-08-13 00:33:33.676,Montpellier,1,Moussa Al Tamari,Falaye Sacko,16.507574
2023-08-13 00:33:34.917,Montpellier,1,Falaye Sacko,Moussa Al Tamari,6.726812
2023-08-13 00:33:36.202,Montpellier,1,Moussa Al Tamari,Jordan Ferri,9.13017
2023-08-13 00:33:36.328,Le Havre,2,Josue Casimir,Andy Élysée Logbo,27.28003
2023-08-13 00:33:37.494,Montpellier,1,Jordan Ferri,Christopher Jullien,17.407183
2023-08-13 00:33:38.490,Montpellier,2,Falaye Sacko,Leo Leroy,7.9906197
2023-08-13 00:33:39.204,Montpellier,1,Christopher Jullien,Boubakar Kouyate,23.97603
2023-08-13 00:33:41.596,Le Havre,2,Daler Kuzyaev,Samuel Grandsir,10.98954
2023-08-13 00:33:42.022,Montpellier,1,Boubakar Kouyate,Issiaga Sylla,25.945328
