datetime,team.name,period,player.name,pass.recipient.name,pass.length
2023-08-13 00:33:42.898,Le Havre,2,Samuel Grandsir,Andy Élysée Logbo,4.8
2023-08-13 00:33:43.512,Le Havre,2,Andy Élysée Logbo,Daler Kuzyaev,6.2968245
2023-08-13 00:33:43.964,Le Havre,2,Daler Kuzyaev,Andy Élysée Logbo,8.471718
2023-08-13 00:33:48.717,Montpellier,1,Issiaga Sylla,Christopher Jullien,30.140007
2023-08-13 00:33:51.648,Montpellier,1,Christopher Jullien,Jordan Ferri,13.336416
2023-08-13 00:33:55.197,Montpellier,1,Jordan Ferri,Christopher Jullien,14.06556
2023-08-13 00:33:57.921,Montpellier,1,Christopher Jullien,Boubakar Kouyate,25.10498
2023-08-13 00:34:03.399,Le Havre,1,Oussama Targhalline,Issa Soumaré,31.11736
2023-08-13 00:34:06.306,Le Havre,2,Josue Casimir,Samuel Grandsir,15.6
2023-08-13 00:34:07.722,Le Havre,2,Samuel Grandsir,Yassine Kechta,7.093659
2023-08-13 00:34:09.358,Le Havre,2,Yassine Kechta,Samuel Grandsir,10.662083
2023-08-13 00:34:12.413,Montpellier,1,Issiaga Sylla,Joris Chotard,11.871394
2023-08-13 00:34:15.027,Montpellier,1,Joris Chotard,Jordan Ferri,29.350298
2023-08-13 00:34:17.718,Montpellier,2,Khalil Fayad,Benjamin Lecomte,21.542517
2023-08-13 00:34:17.803,Montpellier,1,Jordan Ferri,Falaye Sacko,20.338387
2023-08-13 00:34:20.173,Montpellier,1,Falaye Sacko,Jordan Ferri,10.023972
2023-08-13 00:34:21.076,Montpellier,1,Jordan Ferri,Moussa Al Tamari,16.88816
2023-08-13 00:34:22.504,Le Havre,1,Gautier Lloris,Rassoul N'Diaye,14.50655
2023-08-13 00:34:24.203,Montpellier,1,Jordan Ferri,Moussa Al Tamari,13.551753
2023-08-13 00:34:24.485,Montpellier,2,Benjamin Lecomte,Sepe Elye Wahi,61.537388
2023-08-13 00:34:31.081,Le Havre,2,Josue Casimir,Samuel Grandsir,17.965523
2023-08-13 00:34:33.771,Le Havre,2,Samuel Grandsir,Daler Kuzyaev,14.503103
2023-08-13 00:34:36.906,Le Havre,2,Daler Kuzyaev,Antoine Joujou,54.98509
2023-08-13 00:34:43.904,Le Havre,2,Antoine Joujou,Oussama Targhalline,21.102133
2023-08-13 00:34:45.990,Le Havre,2,Oussama Targhalline,Antoine Joujou,14.713599
2023-08-13 00:34:50.722,Le Havre,2,Antoine Joujou,Andy Élysée Logbo,31.269953
2023-08-13 00:35:04.432,Montpellier,1,Téji Savanier,Christopher Jullien,51.549297
2023-08-13 00:35:06.550,Le Havre,2,Arouna Sangante,Antoine Joujou,30.619274
2023-08-13 00:35:11.278,Le Havre,2,Antoine Joujou,Daler Kuzyaev,21.85635
2023-08-13 00:35:13.459,Le Havre,2,Daler Kuzyaev,Josue Casimir,24.242525
2023-08-13 00:35:14.717,Montpellier,1,Falaye Sacko,Benjamin Lecomte,33.485817
2023-08-13 00:35:17.411,Montpellier,1,Benjamin Lecomte,Téji Savanier,25.825956
2023-08-13 00:35:20.528,Le Havre,2,Josue Casimir,Oussama Targhalline,11.236102
2023-08-13 00:35:20.545,Montpellier,1,Téji Savanier,Wahbi Khazri,71.186584
2023-08-13 00:35:23.111,Le Havre,2,Oussama Targhalline,Antoine Joujou,11.627554
2023-08-13 00:35:25.608,Le Havre,2,Antoine Joujou,Daler Kuzyaev,24.382166
2023-08-13 00:35:31.906,Le Havre,2,Daler Kuzyaev,Gautier Lloris,20.380629
2023-08-13 00:35:36.341,Le Havre,2,Gautier Lloris,Daler Kuzyaev,15.10298
2023-08-13 00:35:37.294,Le Havre,2,Daler Kuzyaev,Josue Casimir,21.44621
2023-08-13 00:36:07.570,Montpellier,2,Benjamin Lecomte,Christopher Jullien,11.610771
2023-08-13 00:36:07.976,Le Havre,1,Arouna Sangante,Issa Soumaré,55.35648
2023-08-13 00:36:09.683,Montpellier,2,Christopher Jullien,Benjamin Lecomte,17.886868
2023-08-13 00:36:10.670,Le Havre,1,Issa Soumaré,Nabil Alioui,26.076809
2023-08-13 00:36:11.739,Montpellier,2,Benjamin Lecomte,Boubakar Kouyate,14.653668
2023-08-13 00:36:12.914,Montpellier,1,Christopher Jullien,Benjamin Lecomte,18.776848
2023-08-13 00:36:14.759,Montpellier,1,Benjamin Lecomte,Christopher Jullien,15.280052
2023-08-13 00:36:15.586,Montpellier,2,Boubakar Kouyate,Moussa Al Tamari,51.742634
2023-08-13 00:36:16.359,Montpellier,1,Christopher Jullien,Téji Savanier,34.375862
2023-08-13 00:36:17.179,Le Havre,2,Yoann Salmier,Oussama Targhalline,34.024258
2023-08-13 00:36:18.661,Montpellier,1,Téji Savanier,Falaye Sacko,11.700427
2023-08-13 00:36:21.020,Montpellier,1,Falaye Sacko,Jordan Ferri,15.34438
2023-08-13 00:36:23.437,Montpellier,1,Jordan Ferri,Issiaga Sylla,43.467342
2023-08-13 00:36:23.809,Montpellier,2,Khalil Fayad,Joris Chotard,9.62133
2023-08-13 00:36:24.650,Montpellier,2,Joris Chotard,Christopher Jullien,18.4808
2023-08-13 00:36:27.329,Montpellier,2,Christopher Jullien,Falaye Sacko,15.363918
2023-08-13 00:36:29.215,Montpellier,1,Issiaga Sylla,Joris Chotard,10.043903
2023-08-13 00:36:30.350,Montpellier,2,Falaye Sacko,Christopher Jullien,15.171684
2023-08-13 00:36:32.247,Montpellier,1,Joris Chotard,Christopher Jullien,26.122213
2023-08-13 00:36:32.668,Montpellier,2,Christopher Jullien,Boubakar Kouyate,30.20414
2023-08-13 00:36:34.959,Montpellier,1,Christopher Jullien,Falaye Sacko,22.763567
2023-08-13 00:36:37.256,Montpellier,1,Falaye Sacko,Téji Savanier,19.642046
2023-08-13 00:36:38.380,Montpellier,1,Téji Savanier,Moussa Al Tamari,24.349539
2023-08-13 00:36:39.034,Montpellier,2,Boubakar Kouyate,Sepe Elye Wahi,73.55277
2023-08-13 00:36:42.333,Montpellier,1,Moussa Al Tamari,Falaye Sacko,9.552486
2023-08-13 00:36:44.229,Le Havre,2,Arthur Desmas,Arouna Sangante,12.80039
2023-08-13 00:36:44.754,Montpellier,1,Falaye Sacko,Jordan Ferri,5.5785303
2023-08-13 00:36:46.330,Le Havre,2,Arouna Sangante,Gautier Lloris,27.483814
2023-08-13 00:36:51.799,Le Havre,2,Gautier Lloris,Yassine Kechta,6.7720013
2023-08-13 00:36:52.110,Montpellier,1,Christopher Jullien,Boubakar Kouyate,24.105186
2023-08-13 00:36:53.876,Le Havre,2,Yassine Kechta,Antoine Joujou,45.663334
2023-08-13 00:36:54.110,Montpellier,1,Boubakar Kouyate,Joris Chotard,11.825819
2023-08-13 00:36:56.356,Montpellier,1,Joris Chotard,Moussa Al Tamari,34.51449
2023-08-13 00:36:58.086,Le Havre,2,Antoine Joujou,Yoann Salmier,17.534538
2023-08-13 00:37:00.809,Le Havre,2,Yoann Salmier,Arthur Desmas,40.70995
2023-08-13 00:37:05.041,Le Havre,2,Arthur Desmas,Yassine Kechta,17.831432
2023-08-13 00:37:07.337,Le Havre,2,Yassine Kechta,Gautier Lloris,21.51116
2023-08-13 00:37:09.504,Le Havre,2,Gautier Lloris,Yassine Kechta,7.2897186
2023-08-13 00:37:10.316,Le Havre,2,Yassine Kechta,Josue Casimir,24.491018
2023-08-13 00:37:14.281,Le Havre,1,Josue Casimir,Oussama Targhalline,11.896638
2023-08-13 00:37:16.190,Le Havre,1,Oussama Targhalline,Daler Kuzyaev,8.902246
2023-08-13 00:37:17.535,Le Havre,1,Daler Kuzyaev,Rassoul N'Diaye,9.219544
2023-08-13 00:37:17.734,Le Havre,2,Daler Kuzyaev,Samuel Grandsir,15.220053
2023-08-13 00:37:19.245,Montpellier,1,Joris Chotard,Akor Jerome Adams,16.391766
2023-08-13 00:37:22.757,Montpellier,1,Akor Jerome Adams,Téji Savanier,11.412712
2023-08-13 00:37:23.924,Montpellier,1,Téji Savanier,Moussa Al Tamari,30.512457
2023-08-13 00:37:24.425,Le Havre,2,Samuel Grandsir,Antoine Joujou,16.412495
2023-08-13 00:37:58.083,Montpellier,2,Benjamin Lecomte,Arnaud Nordin,55.87781
2023-08-13 00:38:01.359,Le Havre,2,Josue Casimir,Samuel Grandsir,28.872131
2023-08-13 00:38:06.677,Montpellier,2,Joris Chotard,Khalil Fayad,11.788978
2023-08-13 00:38:09.828,Montpellier,2,Khalil Fayad,Moussa Al Tamari,23.277672
2023-08-13 00:38:13.032,Montpellier,2,Moussa Al Tamari,Sepe Elye Wahi,17.062824
2023-08-13 00:38:17.392,Le Havre,2,Yassine Kechta,Oussama Targhalline,11.512168
2023-08-13 00:38:24.402,Le Havre,2,Oussama Targhalline,Yassine Kechta,12.889143
2023-08-13 00:38:27.263,Le Havre,2,Yassine Kechta,Daler Kuzyaev,23.860638
2023-08-13 00:38:32.823,Le Havre,2,Daler Kuzyaev,Gautier Lloris,19.991999
2023-08-13 00:38:37.636,Le Havre,2,Gautier Lloris,Yassine Kechta,10.121264
2023-08-13 00:38:40.302,Le Havre,2,Yassine Kechta,Daler Kuzyaev,10.151355
2023-08-13 00:38:41.939,Le Havre,2,Daler Kuzyaev,Yassine Kechta,9.217917
2023-08-13 00:38:46.413,Le Havre,2,Yassine Kechta,Daler Kuzyaev,9.17878
2023-08-13 00:38:58.672,Le Havre,1,Arthur Desmas,Issa Soumaré,63.67935
2023-08-13 00:39:01.381,Le Havre,1,Issa Soumaré,Nabil Alioui,14.989663
2023-08-13 00:39:03.364,Montpellier,1,Christopher Jullien,Akor Jerome Adams,17.274258
2023-08-13 00:39:05.532,Le Havre,1,Oussama Targhalline,Rassoul N'Diaye,12.420145
2023-08-13 00:39:07.900,Le Havre,1,Rassoul N'Diaye,Nabil Alioui,13.438005
2023-08-13 00:39:09.199,Montpellier,1,Falaye Sacko,Téji Savanier,13.931619
2023-08-13 00:39:10.658,Le Havre,1,Rassoul N'Diaye,Oussama Targhalline,7.2249565
2023-08-13 00:39:16.519,Le Havre,1,Oussama Targhalline,Rassoul N'Diaye,16.760967
2023-08-13 00:39:19.419,Le Havre,1,Rassoul N'Diaye,Gautier Lloris,15.401948
2023-08-13 00:39:22.908,Le Havre,1,Gautier Lloris,Nabil Alioui,36.669468
2023-08-13 00:39:24.249,Montpellier,1,Christopher Jullien,Falaye Sacko,9.433981
2023-08-13 00:39:26.189,Montpellier,1,Falaye Sacko,Moussa Al Tamari,1.8439089
2023-08-13 00:39:27.958,Montpellier,1,Falaye Sacko,Akor Jerome Adams,31.277147
2023-08-13 00:39:30.778,Montpellier,1,Akor Jerome Adams,Moussa Al Tamari,41.602524
2023-08-13 00:39:34.607,Montpellier,1,Moussa Al Tamari,Wahbi Khazri,19.339596
2023-08-13 00:39:44.380,Montpellier,1,Issiaga Sylla,Joris Chotard,11.896218
2023-08-13 00:39:46.325,Montpellier,1,Joris Chotard,Issiaga Sylla,10.29563
2023-08-13 00:39:48.425,Montpellier,1,Issiaga Sylla,Akor Jerome Adams,39.98925
2023-08-13 00:40:19.346,Le Havre,1,Arthur Desmas,Josue Casimir,70.033775
2023-08-13 00:40:29.907,Montpellier,1,Falaye Sacko,Jordan Ferri,28.877846
2023-08-13 00:40:34.470,Le Havre,1,Daler Kuzyaev,Issa Soumaré,24.318718
2023-08-13 00:40:36.096,Montpellier,1,Christopher Jullien,Akor Jerome Adams,58.914345
2023-08-13 00:40:44.283,Montpellier,1,Akor Jerome Adams,Téji Savanier,13.290975
2023-08-13 00:40:45.504,Montpellier,1,Téji Savanier,Akor Jerome Adams,12.924783
2023-08-13 00:40:45.565,Montpellier,2,Benjamin Lecomte,Moussa Al Tamari,64.50613
2023-08-13 00:40:48.159,Le Havre,1,Oussama Targhalline,Rassoul N'Diaye,12.209013
2023-08-13 00:40:48.631,Le Havre,2,Antoine Joujou,Andy Élysée Logbo,27.58623
2023-08-13 00:40:48.870,Le Havre,1,Rassoul N'Diaye,Oussama Targhalline,5.147815
2023-08-13 00:40:51.232,Le Havre,1,Oussama Targhalline,Nabil Alioui,21.22852
2023-08-13 00:40:51.250,Montpellier,2,Boubakar Kouyate,Sepe Elye Wahi,33.41811
2023-08-13 00:40:53.334,Le Havre,2,Yassine Kechta,Oussama Targhalline,13.024976
2023-08-13 00:40:54.686,Le Havre,2,Oussama Targhalline,Antoine Joujou,37.884167
2023-08-13 00:40:55.697,Le Havre,1,Nabil Alioui,Issa Soumaré,25.314423
2023-08-13 00:40:58.909,Montpellier,2,Boubakar Kouyate,Benjamin Lecomte,22.22521
2023-08-13 00:41:00.825,Montpellier,2,Benjamin Lecomte,Moussa Al Tamari,62.13767
2023-08-13 00:41:05.346,Montpellier,1,Benjamin Lecomte,Issiaga Sylla,42.596245
2023-08-13 00:41:09.502,Montpellier,1,Issiaga Sylla,Wahbi Khazri,6.6
2023-08-13 00:41:13.405,Montpellier,1,Wahbi Khazri,Téji Savanier,13.644413
2023-08-13 00:41:13.902,Le Havre,2,Yoann Salmier,Yassine Kechta,15.692355
2023-08-13 00:41:15.762,Montpellier,1,Téji Savanier,Issiaga Sylla,18.455622
2023-08-13 00:41:18.299,Le Havre,2,Yassine Kechta,Andy Élysée Logbo,8.324061
2023-08-13 00:41:18.629,Montpellier,1,Issiaga Sylla,Téji Savanier,8.481155
2023-08-13 00:41:21.403,Montpellier,1,Téji Savanier,Moussa Al Tamari,56.78072
2023-08-13 00:41:22.156,Montpellier,2,Joris Chotard,Sepe Elye Wahi,67.218
2023-08-13 00:41:27.818,Le Havre,1,Arthur Desmas,Daler Kuzyaev,21.85635
2023-08-13 00:41:31.870,Montpellier,2,Sepe Elye Wahi,Leo Leroy,19.573452
2023-08-13 00:41:32.349,Le Havre,1,Daler Kuzyaev,Josue Casimir,22.143396
2023-08-13 00:41:38.159,Le Havre,1,Josue Casimir,Oussama Targhalline,10.10198
2023-08-13 00:41:39.124,Le Havre,1,Oussama Targhalline,Josue Casimir,9.667471
2023-08-13 00:41:40.752,Le Havre,1,Josue Casimir,Rassoul N'Diaye,11.229425
2023-08-13 00:41:43.393,Le Havre,1,Rassoul N'Diaye,Gautier Lloris,19.544052
2023-08-13 00:41:46.467,Le Havre,1,Gautier Lloris,Rassoul N'Diaye,9.6208105
2023-08-13 00:41:48.252,Montpellier,1,Joris Chotard,Téji Savanier,21.475567
2023-08-13 00:41:50.128,Montpellier,1,Téji Savanier,Wahbi Khazri,19.418034
2023-08-13 00:41:50.959,Le Havre,2,Arthur Desmas,Gautier Lloris,19.108376
2023-08-13 00:41:56.182,Montpellier,1,Wahbi Khazri,Falaye Sacko,29.455051
2023-08-13 00:41:58.789,Montpellier,1,Falaye Sacko,Moussa Al Tamari,15.3222065
2023-08-13 00:41:59.887,Montpellier,1,Moussa Al Tamari,Falaye Sacko,12.515989
2023-08-13 00:42:01.346,Le Havre,2,Gautier Lloris,Samuel Grandsir,24.605082
2023-08-13 00:42:02.809,Montpellier,1,Falaye Sacko,Joris Chotard,23.101948
2023-08-13 00:42:03.807,Le Havre,2,Samuel Grandsir,Arthur Desmas,23.853722
2023-08-13 00:42:07.925,Le Havre,2,Arthur Desmas,Gautier Lloris,22.177465
2023-08-13 00:42:12.803,Le Havre,2,Gautier Lloris,Oussama Targhalline,9.774457
2023-08-13 00:42:14.769,Le Havre,2,Oussama Targhalline,Yassine Kechta,11.412712
2023-08-13 00:42:19.054,Le Havre,2,Yassine Kechta,Abdoulaye Touré,25.12867
2023-08-13 00:42:25.347,Le Havre,2,Abdoulaye Touré,Yassine Kechta,13.994642
2023-08-13 00:42:28.095,Le Havre,2,Yassine Kechta,Andy Élysée Logbo,33.142117
2023-08-13 00:42:34.725,Le Havre,1,Arthur Desmas,Issa Soumaré,64.11372
2023-08-13 00:42:43.597,Le Havre,1,Daler Kuzyaev,Oussama Targhalline,16.678429
2023-08-13 00:42:44.168,Montpellier,2,Benjamin Lecomte,Sepe Elye Wahi,75.02333
2023-08-13 00:42:51.685,Le Havre,2,Gautier Lloris,Arthur Desmas,8.920202
2023-08-13 00:42:53.694,Le Havre,2,Arthur Desmas,Yoann Salmier,26.29753
2023-08-13 00:43:01.437,Le Havre,2,Yoann Salmier,Oussama Targhalline,13.049521
2023-08-13 00:43:07.610,Le Havre,2,Oussama Targhalline,Abdoulaye Touré,14.812158
2023-08-13 00:43:09.969,Le Havre,2,Abdoulaye Touré,Samuel Grandsir,13.7411785
2023-08-13 00:43:11.060,Le Havre,2,Samuel Grandsir,Josue Casimir,14.541664
2023-08-13 00:43:13.338,Le Havre,2,Josue Casimir,Samuel Grandsir,14.8556385
2023-08-13 00:43:48.723,Montpellier,1,Falaye Sacko,Téji Savanier,23.43075
2023-08-13 00:43:52.434,Le Havre,2,Samuel Grandsir,Abdoulaye Touré,25.767033
2023-08-13 00:43:57.698,Le Havre,2,Oussama Targhalline,Antoine Joujou,6.129437
2023-08-13 00:43:59.701,Le Havre,2,Antoine Joujou,Andy Élysée Logbo,12.410076
2023-08-13 00:44:01.120,Le Havre,2,Andy Élysée Logbo,Yoann Salmier,4.920366
2023-08-13 00:44:05.610,Le Havre,1,Arthur Desmas,Nabil Alioui,73.35721
2023-08-13 00:44:08.864,Montpellier,1,Falaye Sacko,Joris Chotard,11.977479
2023-08-13 00:44:11.559,Le Havre,1,Daler Kuzyaev,Nabil Alioui,20.695894
2023-08-13 00:44:12.273,Montpellier,1,Boubakar Kouyate,Akor Jerome Adams,38.717697
2023-08-13 00:44:15.631,Le Havre,1,Arouna Sangante,Oussama Targhalline,6.303174
2023-08-13 00:44:16.254,Le Havre,1,Oussama Targhalline,Issa Soumaré,16.263456
2023-08-13 00:44:22.852,Montpellier,1,Issiaga Sylla,Benjamin Lecomte,24.5204
2023-08-13 00:44:26.884,Montpellier,1,Benjamin Lecomte,Moussa Al Tamari,57.127316
2023-08-13 00:44:30.003,Le Havre,1,Josue Casimir,Nabil Alioui,17.780045
2023-08-13 00:44:32.323,Montpellier,1,Joris Chotard,Akor Jerome Adams,50.859905
2023-08-13 00:44:41.051,Le Havre,2,Samuel Grandsir,Antoine Joujou,33.29159
2023-08-13 00:44:49.444,Le Havre,2,Josue Casimir,Samuel Grandsir,8.947066
2023-08-13 00:44:50.776,Le Havre,2,Samuel Grandsir,Josue Casimir,9.876234
2023-08-13 00:44:55.079,Le Havre,2,Josue Casimir,Samuel Grandsir,9.712878
2023-08-13 00:45:09.909,Le Havre,1,Arouna Sangante,Nabil Alioui,57.734653
2023-08-13 00:45:13.446,Le Havre,1,Nabil Alioui,Issa Soumaré,15.966528
2023-08-13 00:45:15.612,Le Havre,1,Issa Soumaré,Nabil Alioui,8.9196415
2023-08-13 00:45:22.438,Montpellier,1,Jordan Ferri,Joris Chotard,10.917875
2023-08-13 00:45:23.889,Montpellier,1,Joris Chotard,Téji Savanier,3.9623225
2023-08-13 00:45:39.676,Montpellier,1,Benjamin Lecomte,Boubakar Kouyate,16.571058
2023-08-13 00:45:46.028,Montpellier,1,Boubakar Kouyate,Christopher Jullien,15.533191
2023-08-13 00:45:49.208,Montpellier,1,Christopher Jullien,Jordan Ferri,36.336895
2023-08-13 00:46:03.148,Montpellier,2,Sepe Elye Wahi,Joris Chotard,11.00409
2023-08-13 00:46:05.757,Montpellier,2,Joris Chotard,Falaye Sacko,27.066769
2023-08-13 00:46:08.715,Montpellier,2,Falaye Sacko,Christopher Jullien,12.124768
2023-08-13 00:46:11.207,Montpellier,2,Christopher Jullien,Boubakar Kouyate,23.093288
2023-08-13 00:46:13.849,Montpellier,2,Boubakar Kouyate,Sepe Elye Wahi,51.13531
2023-08-13 00:46:16.968,Montpellier,2,Sepe Elye Wahi,Arnaud Nordin,8.798295
2023-08-13 00:46:18.501,Le Havre,1,Loïc Négo,Issa Soumaré,28.62761
2023-08-13 00:46:21.352,Montpellier,2,Arnaud Nordin,Sepe Elye Wahi,38.643497
2023-08-13 00:46:30.002,Montpellier,2,Sepe Elye Wahi,Lucas Mincarelli Davin,20.67293
2023-08-13 00:46:31.715,Montpellier,1,Benjamin Lecomte,Jordan Ferri,18.023596
2023-08-13 00:46:32.552,Montpellier,2,Lucas Mincarelli Davin,Joris Chotard,18.681808
2023-08-13 00:46:34.742,Montpellier,2,Joris Chotard,Boubakar Kouyate,14.770917
2023-08-13 00:46:36.225,Montpellier,1,Jordan Ferri,Téji Savanier,27.049583
2023-08-13 00:46:38.940,Montpellier,2,Boubakar Kouyate,Khalil Fayad,18.006943
2023-08-13 00:46:40.020,Montpellier,2,Khalil Fayad,Boubakar Kouyate,16.127617
2023-08-13 00:46:42.611,Montpellier,2,Boubakar Kouyate,Moussa Al Tamari,62.768223
2023-08-13 00:46:42.703,Montpellier,1,Téji Savanier,Joris Chotard,42.54703
2023-08-13 00:46:46.672,Montpellier,1,Joris Chotard,Falaye Sacko,11.806778
2023-08-13 00:46:51.265,Montpellier,1,Falaye Sacko,Christopher Jullien,19.8517
2023-08-13 00:46:53.967,Montpellier,1,Christopher Jullien,Boubakar Kouyate,21.867327
2023-08-13 00:46:56.177,Montpellier,1,Boubakar Kouyate,Issiaga Sylla,34.22353
2023-08-13 00:46:59.432,Montpellier,1,Issiaga Sylla,Wahbi Khazri,19.066463
2023-08-13 00:47:00.551,Le Havre,1,Oussama Targhalline,Issa Soumaré,29.757183
2023-08-13 00:47:02.663,Montpellier,1,Boubakar Kouyate,Téji Savanier,9.347727
2023-08-13 00:47:05.014,Montpellier,1,Téji Savanier,Joris Chotard,8.263777
2023-08-13 00:47:06.138,Montpellier,1,Joris Chotard,Téji Savanier,6.449806
2023-08-13 00:47:08.514,Montpellier,1,Téji Savanier,Falaye Sacko,37.401203
2023-08-13 00:47:11.493,Le Havre,2,Arthur Desmas,Abdoulaye Touré,60.7126
2023-08-13 00:47:13.203,Montpellier,1,Falaye Sacko,Jordan Ferri,14.200352
2023-08-13 00:47:13.962,Montpellier,1,Jordan Ferri,Joris Chotard,18.361917
2023-08-13 00:47:15.694,Le Havre,2,Yoann Salmier,Oussama Targhalline,18.489456
2023-08-13 00:47:16.324,Montpellier,1,Joris Chotard,Issiaga Sylla,53.646435
2023-08-13 00:47:16.895,Montpellier,2,Leo Leroy,Arnaud Nordin,11.353414
2023-08-13 00:47:23.717,Montpellier,1,Issiaga Sylla,Jordan Ferri,10.401923
2023-08-13 00:47:24.510,Montpellier,1,Jordan Ferri,Issiaga Sylla,22.743132
2023-08-13 00:47:58.853,Le Havre,2,Arthur Desmas,Antoine Joujou,71.667076
2023-08-13 00:48:02.669,Montpellier,1,Téji Savanier,Christopher Jullien,38.212303
2023-08-13 00:48:06.989,Montpellier,1,Joris Chotard,Wahbi Khazri,13.520355
2023-08-13 00:48:09.374,Montpellier,2,Lucas Mincarelli Davin,Khalil Fayad,15.976233
2023-08-13 00:48:10.307,Montpellier,2,Khalil Fayad,Arnaud Nordin,5.420332
2023-08-13 00:48:11.247,Montpellier,2,Arnaud Nordin,Sepe Elye Wahi,19.902262
2023-08-13 00:48:16.961,Montpellier,2,Khalil Fayad,Leo Leroy,10.793516
2023-08-13 00:48:21.951,Le Havre,2,Abdoulaye Touré,Samuel Grandsir,13.647344
2023-08-13 00:48:46.803,Le Havre,1,Arthur Desmas,Issa Soumaré,65.45166
2023-08-13 00:48:49.840,Montpellier,1,Christopher Jullien,Téji Savanier,4.414748
2023-08-13 00:48:51.311,Le Havre,1,Daler Kuzyaev,Rassoul N'Diaye,4.804165
2023-08-13 00:48:54.681,Montpellier,1,Jordan Ferri,Issiaga Sylla,39.812813
2023-08-13 00:48:59.274,Montpellier,1,Issiaga Sylla,Jordan Ferri,8.429116
2023-08-13 00:48:59.564,Le Havre,2,Yoann Salmier,Oussama Targhalline,15.246311
2023-08-13 00:49:02.456,Montpellier,1,Jordan Ferri,Téji Savanier,22.1199
2023-08-13 00:49:03.252,Le Havre,2,Oussama Targhalline,Josue Casimir,20.448227
2023-08-13 00:49:04.943,Le Havre,1,Yoann Salmier,Rassoul N'Diaye,13.263861
2023-08-13 00:49:07.328,Le Havre,2,Josue Casimir,Oussama Targhalline,9.759098
2023-08-13 00:49:09.036,Le Havre,1,Rassoul N'Diaye,Issa Soumaré,36.300552
2023-08-13 00:49:09.947,Le Havre,2,Oussama Targhalline,Josue Casimir,17.622997
2023-08-13 00:49:10.936,Montpellier,1,Boubakar Kouyate,Christopher Jullien,22.203604
2023-08-13 00:49:13.183,Le Havre,2,Josue Casimir,Samuel Grandsir,14.276204
2023-08-13 00:49:13.541,Montpellier,1,Christopher Jullien,Joris Chotard,12.02539
2023-08-13 00:49:15.227,Montpellier,1,Joris Chotard,Jordan Ferri,4.1146083
2023-08-13 00:49:15.961,Le Havre,2,Samuel Grandsir,Abdoulaye Touré,12.270289
2023-08-13 00:49:19.775,Montpellier,1,Issiaga Sylla,Téji Savanier,11.860017
2023-08-13 00:49:21.980,Montpellier,1,Téji Savanier,Wahbi Khazri,34.839775
2023-08-13 00:49:22.985,Montpellier,2,Benjamin Lecomte,Sepe Elye Wahi,33.12099
2023-08-13 00:49:25.608,Montpellier,2,Sepe Elye Wahi,Leo Leroy,16.860012
2023-08-13 00:49:26.299,Le Havre,1,Gautier Lloris,Daler Kuzyaev,9.170606
2023-08-13 00:49:27.774,Montpellier,2,Leo Leroy,Falaye Sacko,16.179308
2023-08-13 00:49:29.542,Le Havre,1,Daler Kuzyaev,Josue Casimir,24.932709
2023-08-13 00:49:31.234,Le Havre,1,Josue Casimir,Nabil Alioui,33.983818
2023-08-13 00:49:36.096,Montpellier,2,Falaye Sacko,Moussa Al Tamari,15.700318
2023-08-13 00:49:38.026,Montpellier,2,Moussa Al Tamari,Falaye Sacko,15.111916
2023-08-13 00:49:39.267,Montpellier,1,Christopher Jullien,Falaye Sacko,9.667471
2023-08-13 00:49:40.069,Montpellier,2,Falaye Sacko,Joris Chotard,30.768816
2023-08-13 00:49:42.781,Montpellier,1,Falaye Sacko,Téji Savanier,40.0065
2023-08-13 00:49:43.432,Montpellier,2,Joris Chotard,Arnaud Nordin,44.511234
2023-08-13 00:49:45.801,Le Havre,2,Yoann Salmier,Antoine Joujou,10.893117
2023-08-13 00:49:49.089,Montpellier,2,Lucas Mincarelli Davin,Boubakar Kouyate,17.340126
2023-08-13 00:50:00.090,Le Havre,2,Yoann Salmier,Arouna Sangante,25.400787
2023-08-13 00:50:06.150,Le Havre,2,Arouna Sangante,Samuel Grandsir,57.08108
2023-08-13 00:50:12.066,Montpellier,2,Falaye Sacko,Moussa Al Tamari,31.575306
2023-08-13 00:50:18.013,Le Havre,1,Arthur Desmas,Issa Soumaré,60.627388
2023-08-13 00:50:21.202,Montpellier,1,Christopher Jullien,Moussa Al Tamari,16.101242
2023-08-13 00:50:22.830,Montpellier,1,Moussa Al Tamari,Téji Savanier,9.259049
2023-08-13 00:50:24.097,Montpellier,2,Moussa Al Tamari,Khalil Fayad,21.213203
2023-08-13 00:50:26.188,Le Havre,2,Abdoulaye Touré,Samuel Grandsir,22.882744
2023-08-13 00:50:27.112,Montpellier,1,Téji Savanier,Moussa Al Tamari,1.2041595
2023-08-13 00:50:28.409,Le Havre,2,Samuel Grandsir,Oussama Targhalline,16.122654
2023-08-13 00:50:32.095,Montpellier,1,Falaye Sacko,Moussa Al Tamari,16.9
2023-08-13 00:51:26.385,Montpellier,1,Jordan Ferri,Wahbi Khazri,39.96098
2023-08-13 00:51:41.264,Le Havre,2,Arouna Sangante,Andy Élysée Logbo,54.108227
2023-08-13 00:51:47.880,Montpellier,2,Falaye Sacko,Christopher Jullien,16.717056
2023-08-13 00:51:50.846,Montpellier,2,Christopher Jullien,Boubakar Kouyate,17.438463
2023-08-13 00:51:56.920,Montpellier,2,Boubakar Kouyate,Christopher Jullien,22.232634
